Severity level,Food name,Description,Management,Mechanism,References,drug_id
2,grapefruit juice,"The consumption of grapefruit juice may be associated with significantly increased plasma concentrations of some calcium channel blockers (CCBs) when they are administered orally.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  The interaction has been reported with the dihydropyridine CCBs (in roughly decreasing order of magnitude) felodipine, nisoldipine, nifedipine, and nimodipine, often with a high degree of interindividual variability.  Grapefruit juice caused more than twofold increases in felodipine, nifedipine, and nisoldipine AUCs.",The manufacturers of nifedipine and nisoldipine recommend avoiding grapefruit juice.  Patients treated orally with other calcium channel blockers should be advised to avoid consumption of large amount...More,Metabolism,,DDInter1295
2,food,"Food enhances the oral bioavailability of nintedanib.  After food intake, nintedanib exposure increased by approximately 20% compared to administration under fasted conditions.  Absorption was also delayed, as indicated by an increase in the median time to reach maximum plasma concentration (Tmax) from 2 hours in the fasted state to approximately 4 hours under fed conditions, irrespective of the type of food ingested.",Nintedanib should be administered with food.,Absorption,,DDInter1296
No matching records,,,,,,DDInter1297
2,alcohol,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.",Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihype...More,Synergy,,DDInter1298
2,grapefruit juice,"The consumption of grapefruit juice may be associated with significantly increased plasma concentrations of some calcium channel blockers (CCBs) when they are administered orally.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  The interaction has been reported with the dihydropyridine CCBs (in roughly decreasing order of magnitude) felodipine, nisoldipine, nifedipine, and nimodipine, often with a high degree of interindividual variability.  Grapefruit juice caused more than twofold increases in felodipine, nifedipine, and nisoldipine AUCs.",The manufacturers of nifedipine and nisoldipine recommend avoiding grapefruit juice.  Patients treated orally with other calcium channel blockers should be advised to avoid consumption of large amount...More,Metabolism,,DDInter1298
2,food,Food enhances the bioavailability of the pharmacologically active metabolite tizoxanide (desacetyl-nitazoxamide) from nitazoxanide administration.,Nitazoxanide tablets and oral suspension were administered with food in clinical trials and are recommended to be administered with food to ensure maximal drug levels in plasma.,Absorption,,DDInter1299
2,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of orally administered drugs that are substrates of the CYP450 3A4 isoenzyme.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Because grapefruit juice inhibits primarily intestinal rather than hepatic CYP450 3A4, the magnitude of interaction is greatest for those drugs that undergo significant presystemic metabolism by CYP450 3A4 (i.e., drugs with low oral bioavailability).  In general, the effect of grapefruit juice is concentration-, dose- and preparation-dependent, and can vary widely among brands.  Certain preparations of grapefruit juice (e.g., high dose, double strength) have sometimes demonstrated potent inhibition of CYP450 3A4, while other preparations (e.g., low dose, single strength) have typically demonstrated moderate inhibition.",Patients who regularly consume grapefruit or grapefruit juice should be monitored for adverse effects and altered plasma concentrations of drugs that undergo significant presystemic metabolism by CYP4...More,Metabolism,,DDInter1300
No matching records,,,,,,DDInter1301
No matching records,,,,,,DDInter1302
No matching records,,,,,,DDInter1303
2,alcohol,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.",Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihype...More,Synergy,,DDInter1304
2,alcohol,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.",Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihype...More,Synergy,,DDInter1305
No matching records,,,,,,DDInter1306
No matching records,,,,,,DDInter1307
No matching records,,,,,,DDInter1308
No matching records,,,,,,DDInter1309
No matching records,,,,,,DDInter1310
No matching records,,,,,,DDInter1311
1,alcohol,"The central nervous system effects and blood levels of ethanol may be increased in patients taking oral contraceptives, although data are lacking and reports are contradictory.  The mechanism may be due to enzyme inhibition.",Consider counseling women about this interaction which is unpredictable.,Metabolism,,DDInter1312
2,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of orally administered drugs that are substrates of the CYP450 3A4 isoenzyme.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Because grapefruit juice inhibits primarily intestinal rather than hepatic CYP450 3A4, the magnitude of interaction is greatest for those drugs that undergo significant presystemic metabolism by CYP450 3A4 (i.e., drugs with low oral bioavailability).  In general, the effect of grapefruit juice is concentration-, dose- and preparation-dependent, and can vary widely among brands.  Certain preparations of grapefruit juice (e.g., high dose, double strength) have sometimes demonstrated potent inhibition of CYP450 3A4, while other preparations (e.g., low dose, single strength) have typically demonstrated moderate inhibition.  Pharmacokinetic interactions involving grapefruit juice are also subject to a high degree of interpatient variability, thus the extent to which a given patient may be affected is difficult to predict.",Patients who regularly consume grapefruit or grapefruit juice should be monitored for adverse effects and altered plasma concentrations of drugs that undergo significant presystemic metabolism by CYP4...More,Metabolism,,DDInter1312
