Severity level,Disease name,Text,References,drug_id
3,Depressive Disorder,"A variety of abnormal thinking and behavior changes have been reported to occur in association with the use of most anxiolytics, sedatives and hypnotics.  Some of these changes include decreased inhib...More",,DDInter1142
2,Glaucoma,"Some hypnotic drugs can have an anticholinergic effect and should be used with caution in patients with glaucoma, and trouble urinating due to retention or enlarged prostate.",,DDInter1142
2,Liver Diseases,"In general, anxiolytics, sedatives and hypnotics are extensively metabolized by the liver.  Their plasma clearance may be decreased and their half-life prolonged in patients with impaired hepatic func...More",,DDInter1142
3,Asthma,"Nonsteroidal anti-inflammatory drugs (NSAIDs) are contraindicated in patients with history of asthma, urticaria, or other allergic-type reactions after taking aspirin or other NSAIDs; severe, sometime...More",,DDInter1143
3,Water-Electrolyte Imbalance,Fluid retention and edema have been reported in association with the use of nonsteroidal anti-inflammatory drugs (NSAIDs).  Therapy with NSAIDs should be administered cautiously in patients with preex...More,,DDInter1143
3,Peptic Ulcer,"Nonsteroidal anti-inflammatory drugs (NSAIDs) can cause serious gastrointestinal (GI) adverse events including inflammation, bleeding, ulceration, and perforation of the esophagus, stomach, small inte...More",,DDInter1143
3,Exanthema,"Nonsteroidal anti-inflammatory drugs (NSAIDs) can cause serious skin adverse reactions (e.g., Stevens-Johnson syndrome, toxic epidermal necrolysis, and exfoliative dermatitis), which can be fatal.  Th...More",,DDInter1143
3,Kidney Diseases,Long-term use of nonsteroidal anti-inflammatory drugs (NSAIDs) has resulted in renal papillary necrosis and other renal injury.  Renal toxicity has been seen in patients in whom renal prostaglandins h...More,,DDInter1143
3,Thrombosis,"Nonsteroidal anti-inflammatory drugs (NSAIDs) cause an increased risk of serious cardiovascular thrombotic events, including myocardial infarction and stroke, which can be fatal.  This risk may occur ...More",,DDInter1143
2,Anemia,"Anemia has been reported in patients treated with nonsteroidal anti-inflammatory drugs (NSAIDs).  This may be due to fluid retention, occult/gross blood loss, or an incompletely described effect on er...More",,DDInter1143
2,Heart Failure,"Fluid retention and edema have been observed in patients treated with nonsteroidal anti-inflammatory drugs (NSAIDs), including some topical formulations.  These drugs should be avoided in patients wit...More",,DDInter1143
2,Liver Diseases,"Borderline elevations of 1 or more liver tests may occur in up to 15% of patients treated with nonsteroidal anti-inflammatory drugs (NSAIDs).  These laboratory abnormalities may progress, remain uncha...More",,DDInter1143
2,Hyperkalemia,"Increases in serum potassium concentration (including hyperkalemia) have been reported with use of nonsteroidal anti-inflammatory drugs (NSAIDs), even in some patients without renal impairment.  In pa...More",,DDInter1143
3,Infections,"Because of their cytotoxic effects on rapidly proliferating tissues, antineoplastic agents frequently can, to varying extent, induce myelosuppression.  The use of these drugs may be contraindicated in...More",,DDInter1144
3,Bone Marrow Failure Disorders,Bone marrow suppression is the most significant toxicity associated with melphalan in most patients.  The following tests should be performed at the start of therapy and prior to each subsequent dose ...More,,DDInter1144
2,Pulmonary Fibrosis,"Interstitial pneumonitis and/or fibrosis (including fatal outcomes), have been reported occasionally during melphalan therapy.  Therapy with melphalan should be administered cautiously in patients wit...More",,DDInter1144
2,Kidney Diseases,"The incidence of myelosuppression, particularly during IV administration of melphalan, is increased in patients with a BUN > 30 mg/dl.  Therapy with melphalan should be administered cautiously and ini...More",,DDInter1144
No matching records,,,,DDInter1145
2,Hepatic Insufficiency,Memantine should be used with caution in patients with severe hepatic impairment and a dosage reduction is recommended.  No dosage adjustment is needed in patients with mild or moderate hepatic impair...More,,DDInter1146
2,Kidney Diseases,Memantine renal clearance involves active tubular secretion moderated by pH dependent tubular reabsorption and conditions that raise urine pH may increase the plasma levels of memantine.  Therapy with...More,,DDInter1146
No matching records,,,,DDInter1147
3,Thromboembolism,"Thromboembolic events, including venous thrombophlebitis, pulmonary embolism, pulmonary infarction, cerebrovascular occlusion (stroke), and arterial occlusion resulting in loss of limb, have been repo...More",,DDInter1148
3,Thyroid Diseases,"The use of menotropins is contraindicated in patients with uncontrolled non- gonadal endocrinopathies such as thyroid, adrenal or pituitary disorders.",,DDInter1148
3,Central Nervous System Neoplasms,"The use of menotropins is contraindicated in patients with CNS lesions, such as pituitary gland or hypothalamus tumors.  Menotropins possess LH and FSH activity.",,DDInter1148
3,Uterine Hemorrhage,The use of menotropins is contraindicated in female patients with abnormal vaginal bleeding of undetermined origin.  Patients should be evaluated to ensure neoplastic lesions are not present.  The use...More,,DDInter1148
2,Lung Diseases,"Serious pulmonary conditions such as atelectasis, acute respiratory syndrome, and exacerbation of asthma have been reported in women treated with gonadotropins.  Caution and monitoring is advised if u...More",,DDInter1148
2,Liver Failure,"Safety, efficacy and pharmacokinetics of menotropins have not been established in women with renal or hepatic insufficiency.  Caution is advised.",,DDInter1148
No matching records,,,,DDInter1149
3,Gastrointestinal Diseases,"Narcotic (opioid) analgesic agents increase smooth muscle tone in the gastrointestinal tract and decrease peristalsis, which can lead to elevated intraluminal pressure, spasm, and constipation followi...More",,DDInter1150
3,Dysentery,"Narcotic (opioid) analgesic agents may prolong and/or worsen diarrhea associated with organisms that invade the intestinal mucosa, such as toxigenic E. coli, Salmonella, Shigella, and pseudomembranous...More",,DDInter1150
3,Liver Diseases,"Narcotic (opioid) analgesic agents are extensively metabolized by the liver, and several of them (e.g., codeine, hydrocodone, meperidine, methadone, morphine, propoxyphene) have active metabolites tha...More",,DDInter1150
3,Premature Birth,"The use of narcotic (opioid) analgesic agents is contraindicated in premature infants.  These agents may cross the immature blood-brain barrier to a greater extent than in adults, resulting in disprop...More",,DDInter1150
3,Alcoholic Intoxication,The use of opiate agonists is contraindicated in patients with acute alcohol intoxication exhibiting depressed vital signs.  The central nervous system depressant effects of opiate agonists may be add...More,,DDInter1150
3,Substance-Related Disorders,"Opiate agonists have the potential to cause dependence and abuse.  Tolerance as well as physical and psychological dependence can develop after prolonged use.  Abrupt cessation, reduction in dosage, o...More",,DDInter1150
3,Intestinal Obstruction,"Opioid agonists are contraindicated in patients with known or suspected gastrointestinal obstruction, including paralytic ileus.",,DDInter1150
3,Hypotension,"Opiate agonists can induce vasodilation and significant hypotension, particularly when given in high dosages and/or by rapid intravenous administration.  Opiate analgesics cause vasodilatation that ma...More",,DDInter1150
3,Intracranial Hypertension,"The hypoventilation associated with administration of opiate agonists, particularly by the intravenous route, can induce cerebral hypoxia and vasodilatation with resultant increase in intracranial pre...More",,DDInter1150
3,Respiratory Insufficiency,"Opiate agonists may produce significant central nervous system and respiratory depression of varying duration, particularly when given in high dosages and/or by rapid intravenous administration.  Apne...More",,DDInter1150
No matching records,,,,DDInter1151
No matching records,,,,DDInter1152
No matching records,,,,DDInter1153
3,Alcoholic Intoxication,"Anxiolytic, sedative, and hypnotic agents should generally not be given to patients with acute alcohol intoxication exhibiting depressed vital signs.  The central nervous system depressant effects of ...More",,DDInter1154
